miRNA ID,donor1 2D,donor2 2D,donor1 3D,donor2 3D,Fold change,p-value
hsa-miR-34c-5p,0.040216821,0.018433952,0.099767858,0.053058387,2.61,
hsa-miR-3529-5p,0.022731247,0.015920231,0.019138417,0.011121409,0.78,
hsa-miR-3591-5p,0.001748557,0.016339185,0.017897964,0.014365153,1.78,
hsa-miR-3605-3p,0.653960483,2.416523524,1.354042991,3.181649676,1.48,
hsa-miR-3605-5p,0.031474034,0.03393523,0.020556077,0.023169601,0.67,
hsa-miR-3606-3p,0.001748557,0.008798023,0.029416455,0.031047266,5.73,
hsa-miR-3606-5p,0.001748557,0.013825464,0.015948681,0.009731233,1.65,
hsa-miR-3607-3p,0.027976919,0.012568604,0.032606192,0.017840593,1.24,
hsa-miR-3607-5p,0.104913446,0.141187314,0.283000478,0.107506951,1.59,
hsa-miR-3609,0.101416332,0.019271859,0.01453102,0.013670065,0.23,
hsa-miR-361-3p,0.265780731,0.183501613,0.614733037,0.43952734,2.35,
hsa-miR-361-5p,0.921489771,1.042356194,1.136963726,0.997451344,1.09,
hsa-miR-3610,0.069942298,0.031002556,0.015417058,0.017145505,0.32,
hsa-miR-3611,0.001748557,0.013406511,0.023745813,0.010426321,2.25,
hsa-miR-3612,0.031474034,0.014244417,0.024631851,0.014828545,0.86,
hsa-miR-3613-3p,0.681937402,2.582429092,0.651946625,2.101251158,0.84,
hsa-miR-3613-5p,0.040216821,0.013825464,0.031542946,0.013901761,0.84,
hsa-miR-3614-3p,0.029725476,0.033516276,0.046073966,0.02386469,1.11,
hsa-miR-3614-5p,0.047211051,0.055301856,0.060427779,0.046570899,1.04,
hsa-miR-3615,0.073439412,0.056558716,0.050681363,0.079471733,1,
hsa-miR-3616-3p,0.054205281,0.035611044,0.024100229,0.028962002,0.59,
hsa-miR-3616-5p,0.001748557,0.005446395,0.006911095,0.004402224,1.57,
hsa-miR-3617-3p,0.111907676,0.147890569,0.079743403,0.182113068,1.01,
hsa-miR-3617-5p,0.045462493,0.055720809,0.023036983,0.040315107,0.63,
hsa-miR-3618,0.029725476,0.019271859,0.010632454,0.010658017,0.43,
hsa-miR-3619-3p,0.097919217,0.139092547,0.034023852,0.089898054,0.52,
hsa-miR-3619-5p,0.047211051,0.012568604,0.012581737,0.009731233,0.37,
hsa-miR-362-3p,0.050708166,0.013406511,0.020201662,0.016682113,0.58,
hsa-miR-362-5p,0.181849974,0.515731702,0.127412238,0.356116775,0.69,
hsa-miR-3620-3p,0.099667774,0.111860572,0.071769063,0.109592215,0.86,
hsa-miR-3620-5p,0.031474034,0.012987557,0.006911095,0.009962929,0.38,
hsa-miR-3621,0.507081658,0.314634044,0.118729067,0.210611677,0.4,
hsa-miR-3622a-3p,0.034971149,0.046922787,0.034732682,0.02502317,0.73,
hsa-miR-3622a-5p,0.026228362,0.015082324,0.018961209,0.010194625,0.71,
hsa-miR-3622b-3p,0.031474034,0.05697767,0.017720756,0.03660797,0.61,
hsa-miR-3622b-5p,0.001748557,0.010054883,0.006733887,0.005560704,1.04,
hsa-miR-363-3p,0.055953838,0.04734174,0.019847247,0.034986098,0.53,
hsa-miR-363-5p,0.187095646,0.05823453,0.044479098,0.053753475,0.4,
hsa-miR-3646,0.040216821,0.020528719,0.016834719,0.017377201,0.56,
hsa-miR-3648,0.045462493,0.041057439,0.032606192,0.037998146,0.82,
hsa-miR-3649,0.096170659,0.051112321,0.111817972,0.054448563,1.13,
hsa-miR-3650,0.043713936,0.109765805,0.046960004,0.115616311,1.06,
hsa-miR-3651,0.055953838,0.031840463,0.033492229,0.107970343,1.61,
hsa-miR-3652,0.062948068,0.077506389,0.034732682,0.046802595,0.58,
hsa-miR-3653-3p,0.113656234,0.053207089,0.054225514,0.042400371,0.58,
hsa-miR-3653-5p,0.050708166,0.039800578,0.072300686,0.047497683,1.32,
hsa-miR-3654,0.038468264,0.029326742,0.042529815,0.029193698,1.06,
hsa-miR-3655,0.0821822,0.080439063,0.094806046,0.048656163,0.88,
hsa-miR-3656,0.15037594,0.192299636,0.23923021,0.154309546,1.15,
hsa-miR-3657,0.024479804,0.022204533,0.026758342,0.010426321,0.8,
hsa-miR-3658,0.029725476,0.033097323,0.027467172,0.018303985,0.73,
hsa-miR-3659,0.036719706,0.060748251,0.039694494,0.052826691,0.95,
hsa-miR-365a-3p,0.080433642,0.072059994,0.285126969,0.15755329,2.9,
hsa-miR-365a-5p,0.066445183,0.025975114,0.018606794,0.026876738,0.49,
hsa-miR-365b-3p,0.096170659,0.109346852,0.354946749,0.175625579,2.58,
hsa-miR-365b-5p,0.092673544,0.248020445,0.161790505,0.378591288,1.59,
hsa-miR-3660,0.027976919,0.054882903,0.06911095,0.121872104,2.3,
hsa-miR-3661,0.141633153,0.974066781,0.439474757,1.470111214,1.71,
hsa-miR-3662,0.06119951,0.020109766,0.020024455,0.015060241,0.43,
hsa-miR-3663-3p,0.076936527,0.043152206,0.023568606,0.020157553,0.36,
hsa-miR-3663-5p,0.064696625,0.041895345,0.041820985,0.046107507,0.82,
hsa-miR-3664-3p,0.033222591,0.037705811,0.019138417,0.041936979,0.86,
hsa-miR-3664-5p,0.027976919,0.009635929,0.013644982,0.009499537,0.62,
hsa-miR-3665,0.029725476,0.018852905,0.020024455,0.029425394,1.02,
hsa-miR-3666,0.13638748,0.036029997,0.019492832,0.020852641,0.23,
hsa-miR-3667-3p,0.064696625,0.027231975,0.017720756,0.02386469,0.45,
hsa-miR-3667-5p,0.031474034,0.036029997,0.037390796,0.031278962,1.02,
hsa-miR-3668,0.054205281,0.017596045,0.024454644,0.010889713,0.49,
hsa-miR-3669,0.001748557,0.005027441,0.006025057,0.00695088,1.91,
hsa-miR-367-3p,0.001748557,0.071222087,0.030302493,0.067655236,1.34,
hsa-miR-367-5p,0.094422102,0.030583602,0.018075171,0.017840593,0.29,
hsa-miR-3670,0.001748557,0.01214965,0.012936152,0.00695088,1.43,
hsa-miR-3671,0.026228362,0.100129876,0.083464762,0.157784986,1.91,
hsa-miR-3672,0.057702396,0.013406511,0.04146657,0.009962929,0.72,
hsa-miR-3673,0.029725476,0.007122209,0.017366341,0.009499537,0.73,
hsa-miR-3674,0.06819374,0.04608488,0.111109142,0.055607044,1.46,
hsa-miR-3675-3p,0.108410561,0.087142318,0.054757137,0.063484708,0.6,
hsa-miR-3675-5p,0.001748557,0.012568604,0.010455246,0.003707136,0.99,
hsa-miR-3677-3p,0.041965379,0.016758138,0.012581737,0.009962929,0.38,
hsa-miR-3677-5p,0.001748557,0.010054883,0.009214793,0.011584801,1.76,
hsa-miR-3678-3p,0.080433642,0.067451506,0.035087098,0.028962002,0.43,
hsa-miR-3678-5p,0.026228362,0.027231975,0.023568606,0.012048193,0.67,
hsa-miR-3679-3p,0.022731247,0.031002556,0.01967004,0.018999073,0.72,
hsa-miR-3679-5p,0.017485574,0.018433952,0.034555475,0.018767377,1.48,
hsa-miR-3680-3p,0.020982689,0.014663371,0.016834719,0.016913809,0.95,
hsa-miR-3680-5p,0.050708166,0.049017554,0.041820985,0.033364226,0.75,
hsa-miR-3681-3p,0.06119951,0.233776027,0.073541139,0.330861909,1.37,
hsa-miR-3681-5p,0.019234132,0.011311743,0.027821587,0.014365153,1.38,
hsa-miR-3682-3p,0.047211051,0.050274415,0.077262498,0.032900834,1.13,
hsa-miR-3682-5p,0.038468264,0.017596045,0.031897361,0.020620945,0.94,
hsa-miR-3683,0.026228362,0.01214965,0.01523985,0.008341057,0.61,
hsa-miR-3684,0.043713936,0.018852905,0.039162871,0.015523633,0.87,
hsa-miR-3685,0.036719706,0.019271859,0.018075171,0.012974977,0.55,
hsa-miR-3686,0.020982689,0.027650928,0.023745813,0.024328082,0.99,
hsa-miR-3687,0.080433642,0.020109766,0.016657511,0.018072289,0.35,
hsa-miR-3688-3p,0.033222591,0.015920231,0.013467775,0.010889713,0.5,
hsa-miR-3688-5p,0.001748557,0.012987557,0.003012529,0.003938832,0.47,
hsa-miR-3689a-3p,0.001748557,0.005865348,0.002835321,0.000231696,0.4,
hsa-miR-3689a-5p,0.001748557,0.010473836,0.007797133,0.00695088,1.21,
hsa-miR-3689b-3p,0.160867284,0.018852905,0.020556077,0.016218721,0.2,
hsa-miR-3689b-5p,0.038468264,0.072059994,0.052276231,0.025486562,0.7,
hsa-miR-3689c,0.017485574,0.005865348,0.002835321,0.000231696,0.13,
hsa-miR-3689d,0.043713936,0.018852905,0.010809661,0.013438369,0.39,
hsa-miR-3689e,0.001748557,0.005865348,0.008151548,0.003938832,1.59,
hsa-miR-3689f,0.029725476,0.015082324,0.020556077,0.014828545,0.79,
hsa-miR-369-3p,0.428396573,0.349407181,0.600910847,0.40523633,1.29,
hsa-miR-369-5p,0.192341318,0.188110101,0.410944339,0.354494903,2.01,
hsa-miR-3690,0.043713936,0.043990113,0.0210877,0.024096386,0.52,
hsa-miR-3691-3p,0.099667774,0.098454062,0.021619323,0.057460612,0.4,
hsa-miR-3691-5p,0.118901906,0.639322971,0.550583899,0.696014829,1.64,
hsa-miR-3692-3p,0.031474034,0.043571159,0.032783399,0.045180723,1.04,
hsa-miR-3692-5p,0.090924987,0.072478948,0.110400312,0.093373494,1.25,
hsa-miR-370-3p,0.237803812,0.179312078,0.420159132,0.530120482,2.28,
hsa-miR-370-5p,0.048959608,0.015920231,0.016834719,0.019230769,0.56,
hsa-miR-3713,0.020982689,0.011730697,0.01311336,0.004865616,0.55,
hsa-miR-3714,0.001748557,0.008798023,0.004252982,0.004865616,0.86,
hsa-miR-371a-3p,0.001748557,0.020109766,0.023036983,0.012511585,1.63,
hsa-miR-371a-5p,0.001748557,0.000418953,0.007088303,0.000231696,3.38,
hsa-miR-371b-3p,0.036719706,0.013825464,1.038613528,0.010658017,20.76,
hsa-miR-371b-5p,0.043713936,0.02178558,0.014708228,0.015060241,0.45,
hsa-miR-372-3p,0.045462493,0.010054883,0.090730272,0.006255792,1.75,
hsa-miR-372-5p,0.001748557,0.005446395,0.006733887,0.00347544,1.42,
hsa-miR-373-3p,0.047211051,0.028069881,0.024100229,0.019462465,0.58,
hsa-miR-373-5p,0.106662004,0.190204868,0.291152026,0.103799815,1.33,
hsa-miR-374a-3p,0.108410561,0.020528719,0.027112757,0.012279889,0.31,
hsa-miR-374a-5p,0.222066795,0.131551385,0.162499335,0.111214087,0.77,
hsa-miR-374b-3p,0.040216821,0.007541162,0.018606794,0.013438369,0.67,
hsa-miR-374b-5p,0.080433642,0.095521388,0.107742198,0.088739574,1.12,
hsa-miR-374c-5p,0.001748557,0.005446395,0.004784604,0.004402224,1.28,
hsa-miR-375,0.057702396,0.038124764,0.028884833,0.030352178,0.62,
hsa-miR-376a-2-5p,0.022731247,0.010473836,0.009746416,0.004865616,0.44,
hsa-miR-376a-3p,0.054205281,0.054463949,0.228774964,0.125115848,3.26,
hsa-miR-376a-5p,0.036719706,0.012987557,0.017011926,0.011584801,0.58,
hsa-miR-376b-3p,0.033222591,0.031840463,0.164803034,0.09939759,4.06,
hsa-miR-376b-5p,0.019234132,0.015501278,0.050681363,0.012743281,1.83,
hsa-miR-376c-3p,0.141633153,0.224559051,0.618986018,0.443697868,2.9,
hsa-miR-376c-5p,0.019234132,0.007122209,0.017543549,0.009731233,1.03,
hsa-miR-377-3p,0.050708166,0.02304244,0.166752317,0.078544949,3.33,
hsa-miR-377-5p,0.031474034,0.044409066,0.041820985,0.023401297,0.86,
hsa-miR-378a-3p,0.234306697,0.135740919,0.111817972,0.171455051,0.77,
hsa-miR-378a-5p,0.040216821,0.039800578,0.045010721,0.052826691,1.22,
hsa-miR-378b,0.052456723,0.02304244,0.016125888,0.015291937,0.42,
hsa-miR-378c,0.055953838,0.051950228,0.043593061,0.063484708,0.99,
hsa-miR-378d,0.06119951,0.091750806,0.038099626,0.051204819,0.58,
hsa-miR-378e,0.001748557,0.007960116,0.009746416,0.010194625,2.05,
hsa-miR-378f,0.034971149,0.01214965,0.010455246,0.009036145,0.41,
hsa-miR-378g,0.024479804,0.008798023,0.008860378,0.008572753,0.52,
hsa-miR-378h,0.078685085,0.406384851,0.09817299,0.27502317,0.77,
hsa-miR-378i,0.069942298,0.140349407,0.084705215,0.143419833,1.08,
hsa-miR-378j,0.085679315,0.081695924,0.115362124,0.053985171,1.01,
hsa-miR-379-3p,0.034971149,0.061167204,0.039162871,0.062326228,1.06,
hsa-miR-379-5p,1.187270502,1.191503624,1.416420053,1.322057461,1.15,
hsa-miR-380-3p,0.094422102,0.107252084,0.044656306,0.045644115,0.45,
hsa-miR-380-5p,0.027976919,0.01089279,0.038985664,0.007645968,1.2,
hsa-miR-381-3p,0.405665326,0.339771251,0.794067091,0.706441149,2.01,
hsa-miR-381-5p,0.020982689,0.004189535,0.013467775,0.011121409,0.98,
hsa-miR-382-3p,0.06119951,0.085885458,0.137867484,0.127432808,1.8,
hsa-miR-382-5p,1.433817101,1.041099334,2.010419805,1.999073216,1.62,
hsa-miR-383-3p,0.036719706,0.014244417,0.016303096,0.013670065,0.59,
hsa-miR-383-5p,0.048959608,0.043990113,0.037036381,0.021547729,0.63,
hsa-miR-384,0.073439412,0.015082324,0.01967004,0.007182576,0.3,
hsa-miR-3907,0.213324008,0.717248314,0.300721235,0.273632994,0.62,
hsa-miR-3908,0.031474034,0.011730697,0.009214793,0.007182576,0.38,
hsa-miR-3909,0.115404791,0.160459173,0.076199252,0.09244671,0.61,
hsa-miR-3910,0.054205281,0.023461393,0.023214191,0.012048193,0.45,
hsa-miR-3911,0.071690855,0.126942897,0.089489819,0.069277108,0.8,
hsa-miR-3912-3p,0.001748557,0.010473836,0.01311336,0.003707136,1.38,
hsa-miR-3912-5p,0.026228362,0.010054883,0.010986869,0.009036145,0.55,
hsa-miR-3913-3p,0.045462493,0.037705811,0.024277436,0.136700649,1.94,
hsa-miR-3913-5p,0.020982689,0.023880347,0.017720756,0.014133457,0.71,
hsa-miR-3914,0.071690855,0.012987557,0.028884833,0.013206673,0.5,
hsa-miR-3915,0.197586991,0.027650928,0.017897964,0.010889713,0.13,
hsa-miR-3916,0.134638923,0.338933345,0.136449824,0.251390176,0.82,
hsa-miR-3917,0.031474034,0.02178558,0.183587035,0.014828545,3.73,
hsa-miR-3918,0.038468264,0.031002556,0.018606794,0.02965709,0.69,
hsa-miR-3919,0.21856968,0.1395115,0.139993975,0.077618165,0.61,
hsa-miR-3920,0.038468264,0.025975114,0.016125888,0.015291937,0.49,
hsa-miR-3921,0.024479804,0.026813021,0.009923624,0.013670065,0.46,
hsa-miR-3922-3p,0.001748557,0.006703255,0.010986869,0.006487488,2.07,
hsa-miR-3922-5p,0.099667774,0.020528719,0.429373926,0.014365153,3.69,
hsa-miR-3923,0.054205281,0.027231975,0.106678953,0.021547729,1.57,
hsa-miR-3924,0.001748557,0.005446395,0.008505963,0.004402224,1.79,
hsa-miR-3925-3p,0.026228362,0.031840463,0.052453439,0.020157553,1.25,
hsa-miR-3925-5p,0.0821822,0.03519209,0.068047704,0.03081557,0.84,
hsa-miR-3926,0.001748557,0.012568604,0.007797133,0.0057924,0.95,
hsa-miR-3927-3p,0.071690855,0.028488835,0.030302493,0.017377201,0.48,
hsa-miR-3927-5p,0.024479804,0.01089279,0.021264908,0.004865616,0.74,
hsa-miR-3928-3p,0.062948068,0.074573715,0.118374652,0.085727525,1.48,
hsa-miR-3928-5p,0.365448505,0.585696929,0.246141305,0.56742354,0.86,
hsa-miR-3929,0.001748557,0.020109766,0.007619925,0.029425394,1.69,
hsa-miR-3934-3p,0.027976919,0.029745695,0.017543549,0.018303985,0.62,
hsa-miR-3934-5p,0.048959608,0.028907788,0.041643777,0.037998146,1.02,
hsa-miR-3935,0.167861514,0.057396623,0.066452836,0.129749768,0.87,
hsa-miR-3936,0.019234132,0.015501278,0.010455246,0.012743281,0.67,
hsa-miR-3937,0.036719706,0.032678369,0.02037887,0.019462465,0.57,
hsa-miR-3938,0.062948068,0.190623822,0.078857366,0.135542169,0.85,
hsa-miR-3939,0.085679315,0.034773137,0.029239248,0.027108434,0.47,
hsa-miR-3940-3p,0.650463368,1.425698605,1.212099732,1.030352178,1.08,
hsa-miR-3940-5p,0.043713936,0.025137207,0.012936152,0.012511585,0.37,
hsa-miR-3941,0.106662004,0.144119988,0.066984459,0.087117702,0.61,
hsa-miR-3942-3p,0.019234132,0.009635929,0.009037586,0.006487488,0.54,
hsa-miR-3942-5p,0.069942298,0.04734174,0.037036381,0.02849861,0.56,
hsa-miR-3943,0.396922539,1.87020822,0.262444401,0.679796108,0.42,
hsa-miR-3944-3p,0.050708166,0.06787046,0.027467172,0.051436515,0.67,
hsa-miR-3944-5p,0.066445183,0.028069881,0.040403324,0.013206673,0.57,
hsa-miR-3945,0.052456723,0.019690812,0.029239248,0.025486562,0.76,
hsa-miR-3960,0.080433642,0.099710922,0.025872304,0.057228916,0.46,
hsa-miR-3972,0.066445183,0.031002556,0.019315624,0.071362373,0.93,
hsa-miR-3973,0.001748557,0.010054883,0.014176605,0.008572753,1.93,
hsa-miR-3974,0.153873055,0.040638485,0.026403927,0.027571826,0.28,
hsa-miR-3975,0.017485574,0.006703255,0.007619925,0.00231696,0.41,
hsa-miR-3976,0.041965379,0.022204533,0.013644982,0.015987025,0.46,
hsa-miR-3977,0.048959608,0.011730697,0.015771473,0.005560704,0.35,
hsa-miR-3978,0.017485574,0.02178558,0.020910492,0.015060241,0.92,
hsa-miR-409-3p,1.790522819,1.447065231,1.518314402,1.77618165,1.02,
hsa-miR-409-5p,0.108410561,0.152499057,0.220800624,0.186746988,1.56,
hsa-miR-410-3p,0.038468264,0.011311743,0.010809661,0.009499537,0.41,
hsa-miR-410-5p,0.048959608,0.019271859,0.028530418,0.022011121,0.74,
hsa-miR-411-3p,0.026228362,0.025137207,0.022859776,0.031278962,1.05,
hsa-miR-411-5p,0.645217695,0.703841803,0.75632188,0.696478221,1.08,
hsa-miR-412-3p,0.424899458,0.487242867,0.308872783,0.464318814,0.85,
hsa-miR-412-5p,0.202832663,0.162972894,0.099236235,0.117238184,0.59,
hsa-miR-421,0.090924987,0.091750806,0.069642572,0.071825765,0.77,
hsa-miR-422a,0.001748557,0.013825464,0.012404529,0.010194625,1.45,
hsa-miR-423-3p,1.856968001,1.373748377,1.164962521,1.708989805,0.89,
hsa-miR-423-5p,11.89368771,6.44266622,2.640038277,4.373030584,0.38,
hsa-miR-424-3p,0.146878825,0.72646529,0.371249845,1.03544949,1.61,
hsa-miR-424-5p,0.083930757,0.049017554,0.052276231,0.031510658,0.63,
hsa-miR-425-3p,0.127644693,0.127780804,0.1897893,0.162418906,1.38,
hsa-miR-425-5p,2.62983039,2.558967699,1.455937339,1.792863763,0.63,
hsa-miR-4251,0.001748557,0.01089279,0.017720756,0.019230769,2.92,
hsa-miR-4252,0.020982689,0.012987557,0.010986869,0.006487488,0.51,
hsa-miR-4253,0.066445183,0.116888014,0.121209973,0.075764597,1.07,
hsa-miR-4254,0.066445183,0.068708367,0.188194432,0.204355885,2.9,
hsa-miR-4255,0.026228362,0.08253383,0.026049512,0.170296571,1.81,
hsa-miR-4256,0.062948068,0.100129876,0.096400914,0.056302132,0.94,
hsa-miR-4257,0.034971149,0.011311743,0.033137814,0.010194625,0.94,
hsa-miR-4258,0.041965379,0.039800578,0.014885435,0.022011121,0.45,
hsa-miR-4259,0.106662004,0.054882903,0.045365136,0.049814643,0.59,
hsa-miR-4260,0.027976919,0.016758138,0.005670642,0.013206673,0.42,
hsa-miR-4261,0.019234132,0.010054883,0.008860378,0.008109361,0.58,
hsa-miR-4262,0.110159119,0.050693368,0.020556077,0.022011121,0.26,
hsa-miR-4263,0.001748557,0.009635929,0.010986869,0.00347544,1.27,
hsa-miR-4264,0.052456723,0.007541162,0.00797434,0.009267841,0.29,
hsa-miR-4265,0.020982689,0.007122209,0.042707023,0.025254866,2.42,
hsa-miR-4266,0.038468264,0.015082324,0.00797434,0.010889713,0.35,
hsa-miR-4267,0.054205281,0.027650928,0.027821587,0.024559778,0.64,
hsa-miR-4268,0.043713936,0.019690812,0.024809059,0.018999073,0.69,
hsa-miR-4269,0.020982689,0.02304244,0.030834116,0.012511585,0.98,
hsa-miR-4270,0.036719706,0.011730697,0.043061438,0.007414272,1.04,
hsa-miR-4271,0.036719706,0.034773137,0.017366341,0.034522706,0.73,
hsa-miR-4272,0.036719706,0.01214965,0.017366341,0.009036145,0.54,
hsa-miR-4273,0.001748557,0.016339185,0.012050114,0.007414272,1.08,
hsa-miR-4274,0.080433642,0.05697767,0.03490989,0.037998146,0.53,
hsa-miR-4275,0.019234132,0.018852905,0.018784002,0.015291937,0.89,
hsa-miR-4276,0.001748557,0.009216976,0.00726551,0.008109361,1.4,
hsa-miR-4277,0.033222591,0.010054883,0.008151548,0.006487488,0.34,
hsa-miR-4278,0.001748557,0.012987557,0.006202265,0.009962929,1.1,
hsa-miR-4279,0.031474034,0.072478948,0.033492229,0.043327155,0.74,
hsa-miR-4280,0.050708166,0.01089279,0.012758945,0.007645968,0.33,
hsa-miR-4281,0.145130268,0.018014999,0.008860378,0.024328082,0.2,
hsa-miR-4282,0.031474034,0.011311743,0.015948681,0.008572753,0.57,
hsa-miR-4283,0.001748557,0.015920231,0.015771473,0.017608897,1.89,
hsa-miR-4284,0.069942298,0.033516276,0.012404529,0.021316033,0.33,
hsa-miR-4285,0.057702396,0.114793246,0.044656306,0.05699722,0.59,
hsa-miR-4286,0.066445183,0.039381625,0.078325743,0.071362373,1.41,
hsa-miR-4287,0.050708166,0.470903683,0.07637646,0.379749768,0.87,
hsa-miR-4288,0.239552369,0.032259416,0.034023852,0.026413346,0.22,
hsa-miR-4289,0.001748557,0.008379069,0.007619925,0.004170528,1.16,
hsa-miR-429,0.027976919,0.018852905,0.008860378,0.013670065,0.48,
hsa-miR-4290,0.097919217,0.051950228,0.02179653,0.038229842,0.4,
hsa-miR-4291,0.064696625,0.081695924,0.047314419,0.067886932,0.79,
hsa-miR-4292,0.078685085,0.079601156,0.029239248,0.044253939,0.46,
hsa-miR-4293,0.064696625,0.043571159,0.056352005,0.034522706,0.84,
hsa-miR-4294,0.024479804,0.01214965,0.015948681,0.005329008,0.58,
hsa-miR-4295,0.001748557,0.009216976,0.009746416,0.007414272,1.56,
hsa-miR-4296,0.036719706,0.027231975,0.013467775,0.017840593,0.49,
hsa-miR-4297,0.118901906,0.268968118,0.065035176,0.15291937,0.56,
hsa-miR-4298,0.073439412,0.057396623,0.064326345,0.042632067,0.82,
hsa-miR-4299,0.024479804,0.01214965,0.011518492,0.009962929,0.59,
hsa-miR-4300,0.155621612,0.085047551,0.379933016,0.104726599,2.01,
hsa-miR-4301,0.276272076,0.106414177,0.087894951,0.075764597,0.43,
hsa-miR-4302,0.139884595,0.043571159,0.046782797,0.032900834,0.43,
hsa-miR-4303,0.173107187,0.446185429,0.148677146,0.234708063,0.62,
hsa-miR-4304,0.054205281,0.141187314,0.099413443,0.081788693,0.93,
hsa-miR-4305,0.027976919,0.014663371,0.015417058,0.008572753,0.56,
hsa-miR-4306,0.055953838,0.072059994,0.046782797,0.06047266,0.84,
hsa-miR-4307,0.019234132,0.036029997,0.031188531,0.021316033,0.95,
hsa-miR-4308,0.041965379,0.054044996,0.061491024,0.051436515,1.18,
hsa-miR-4309,0.029725476,0.01214965,0.010632454,0.012511585,0.55,
hsa-miR-431-3p,0.031474034,0.037286857,0.053162269,0.038461538,1.33,
hsa-miR-431-5p,0.167861514,0.166324521,0.450461626,0.433271548,2.64,
hsa-miR-4310,0.001748557,0.008379069,0.005493434,0.007877665,1.32,
hsa-miR-4311,0.027976919,0.031421509,0.016657511,0.024096386,0.69,
hsa-miR-4312,0.134638923,0.12861871,0.20290266,0.11746988,1.22,
hsa-miR-4313,0.031474034,0.098454062,0.035973135,0.059777572,0.74,
hsa-miR-4314,0.001748557,0.012568604,0.004961812,0.008341057,0.93,
hsa-miR-4315,0.001748557,0.008798023,0.01382219,0.009731233,2.23,
hsa-miR-4316,0.101416332,0.020109766,0.008151548,0.010426321,0.15,
hsa-miR-4317,0.041965379,0.011311743,0.017011926,0.012048193,0.55,
hsa-miR-4318,0.001748557,0.000418953,0.017720756,0.000231696,8.28,
hsa-miR-4319,0.024479804,0.020109766,0.020556077,0.007877665,0.64,
hsa-miR-432-3p,0.038468264,0.087142318,0.090021442,0.11862836,1.66,
hsa-miR-432-5p,1.502010841,1.242615945,1.098686892,1.382993513,0.9,
hsa-miR-4320,0.201084106,0.040638485,0.030834116,0.020620945,0.21,
hsa-miR-4321,0.0821822,0.019690812,0.014885435,0.013901761,0.28,
hsa-miR-4322,0.285014863,0.084628598,0.049972533,0.09708063,0.4,
hsa-miR-4323,0.043713936,0.017596045,0.017543549,0.018072289,0.58,
hsa-miR-4324,0.239552369,0.055720809,0.625897113,0.250231696,2.97,
hsa-miR-4325,0.052456723,0.10557627,0.024631851,0.045875811,0.45,
hsa-miR-4326,0.06819374,0.017596045,0.031720154,0.026413346,0.68,
hsa-miR-4327,0.059450953,0.025556161,0.015594266,0.020620945,0.43,
hsa-miR-4328,0.027976919,0.020947673,0.020910492,0.023401297,0.91,
hsa-miR-4329,0.045462493,0.048598601,0.040934947,0.06163114,1.09,
hsa-miR-433-3p,0.094422102,0.058653484,0.057060835,0.051899907,0.71,
hsa-miR-433-5p,0.022731247,0.011730697,0.012936152,0.007414272,0.59,
hsa-miR-4330,0.001748557,0.01214965,0.011872907,0.007645968,1.4,
hsa-miR-4417,0.059450953,0.035611044,0.021619323,0.02502317,0.49,
hsa-miR-4418,0.024479804,0.010054883,0.00726551,0.006255792,0.39,
hsa-miR-4419a,0.001748557,0.009216976,0.026758342,0.024328082,4.66,
hsa-miR-4419b,0.288511978,2.129121455,0.865836154,2.602409639,1.43,
hsa-miR-4420,0.024479804,0.007122209,0.017011926,0.004865616,0.69,
hsa-miR-4421,0.029725476,0.034354183,0.032783399,0.02849861,0.96,
hsa-miR-4422,0.120650463,0.237546609,0.081338272,0.117238184,0.55,
hsa-miR-4423-3p,0.090924987,0.040638485,0.054402722,0.029193698,0.64,
hsa-miR-4423-5p,0.048959608,0.015501278,0.017543549,0.013438369,0.48,
hsa-miR-4424,0.022731247,0.019690812,0.023391398,0.015523633,0.92,
hsa-miR-4425,0.141633153,0.031840463,0.017011926,0.018535681,0.2,
hsa-miR-4426,0.017485574,0.010054883,0.012404529,0.007877665,0.74,
hsa-miR-4427,0.045462493,0.051112321,0.024986266,0.066496756,0.95,
hsa-miR-4428,0.040216821,0.023461393,0.016657511,0.017840593,0.54,
hsa-miR-4429,0.131141808,0.408898571,0.131842427,0.363531047,0.92,
hsa-miR-4430,0.047211051,0.03519209,0.02179653,0.03081557,0.64,
hsa-miR-4431,0.06119951,0.093845574,0.032783399,0.084337349,0.76,
hsa-miR-4432,0.038468264,0.023461393,0.012581737,0.013206673,0.42,
hsa-miR-4433a-3p,0.001748557,0.005446395,0.006025057,0.00463392,1.48,
hsa-miR-4433a-5p,0.033222591,0.020109766,0.013467775,0.018072289,0.59,
hsa-miR-4433b-3p,0.038468264,0.005865348,0.003189736,0.004865616,0.18,
hsa-miR-4433b-5p,0.040216821,0.028488835,0.019492832,0.019694161,0.57,
hsa-miR-4434,0.017485574,0.006284302,0.011695699,0.005329008,0.72,
hsa-miR-4435,0.06119951,0.036448951,0.311885311,0.019925857,3.4,
hsa-miR-4436a,0.038468264,0.037286857,0.033492229,0.032669138,0.87,
hsa-miR-4436b-3p,0.050708166,0.065775692,0.049086495,0.045644115,0.81,
hsa-miR-4436b-5p,0.036719706,0.151242197,0.015948681,0.110982391,0.68,
hsa-miR-4437,0.047211051,0.019690812,0.027112757,0.009962929,0.55,
hsa-miR-4438,0.050708166,0.038543718,0.029948078,0.028266914,0.65,
